20,0
5,3
30.644773679867072,-96.29873831512742
30.64492303960121,-96.29873831498236
30.645072399335355,-96.29873831483731
30.645221759069493,-96.29873831469226
30.645371118803638,-96.2987383145472
30.645371118803638,-96.2985629432064
30.645221759069493,-96.29856294335146
30.645072399335355,-96.2985629434965
30.64492303960121,-96.29856294364157
30.644773679867072,-96.29856294378664
30.644773679867072,-96.2983875741865
30.64492303960121,-96.29838757404144
30.645072399335355,-96.29838757389639
30.645221759069493,-96.29838757375134
30.645371118803638,-96.29838757360628
